40000000;3.4000105000000005e-06
41000000;4.500002e-06
42000000;3.1999915e-06
43000000;3.2000075000000004e-06
44000000;4.000021e-06
45000000;3.5000024999999997e-06
46000000;3.5000230000000004e-06
47000000;3.800010500000001e-06
48000000;3.8000045000000003e-06
49000000;3.4000085e-06
50000000;3.400031999999999e-06
51000000;3.4000005000000006e-06
52000000;2.799997e-06
53000000;3.3999929999999997e-06
54000000;2.89999e-06
55000000;3.3999870000000003e-06
56000000;3.499987e-06
57000000;3.1000074999999996e-06
58000000;3.600011e-06
59000000;3.200007e-06
60000000;3.7000044999999995e-06
61000000;3.2000075000000004e-06
62000000;3.2999855e-06
63000000;2.700011500000001e-06
64000000;2.900021e-06
65000000;3.0000060000000002e-06
